Customer_ID,Gender,Age,Married,Number_of_Dependents,City,Zip_Code,Latitude,Longitude,Number_of_Referrals,Tenure_in_Months,Offer,Phone_Service,Avg_Monthly_Long_Distance_Charges,Multiple_Lines,Internet_Service,Internet_Type,Avg_Monthly_GB_Download,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Tech_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason
4424-TKOPW,Male,70,No,0,Crestline,92325,34.248061,-117.29028,0,2,None,Yes,25.19,Yes,Yes,Fiber Optic,14,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.85,196.75,0,0,50.38,247.13,Churned,Price,Lack of affordable download/upload speed
4425-OWHWB,Female,32,No,0,El Cajon,92019,32.785165,-116.862648,0,20,None,Yes,10.9,No,No,,,,,,,,,,,One Year,Yes,Credit Card,19.35,433.75,0,0,218,651.75,Stayed,,
4429-WYGFR,Male,36,No,0,Sacramento,95821,38.625096,-121.383658,0,26,Offer C,Yes,44.11,No,Yes,DSL,8,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,49.15,1237.3,0,0,1146.86,2384.16,Stayed,,
4430-UZIPO,Male,44,No,0,San Diego,92121,32.898613,-117.202937,0,3,Offer E,No,,,Yes,DSL,21,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,36.85,108.7,0,0,0,108.7,Churned,Competitor,Competitor made better offer
4430-YHXGG,Female,20,No,3,San Lorenzo,94580,37.676249,-122.132415,0,4,Offer E,Yes,38.97,Yes,No,,,,,,,,,,,Month-to-Month,Yes,Credit Card,25.45,84.2,0,0,155.88,240.08,Stayed,,
4431-EDMIQ,Female,47,Yes,3,Sugarloaf,92386,34.243088,-116.830015,8,7,None,Yes,16.22,No,Yes,DSL,53,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.7,554.05,0,0,113.54,667.59,Stayed,,
4432-ADRLB,Male,46,No,0,Fallbrook,92028,33.362575,-117.299644,0,2,None,Yes,24.9,No,Yes,DSL,11,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,44.65,74.9,0,10,49.8,134.7,Churned,Competitor,Competitor made better offer
4433-JCGCG,Male,80,Yes,0,San Diego,92129,32.961064,-117.134917,1,46,Offer B,Yes,5.36,Yes,Yes,Fiber Optic,22,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,101,4680.05,0,0,246.56,4926.61,Churned,Competitor,Competitor made better offer
4439-JMPMT,Female,38,Yes,0,Comptche,95427,39.239818,-123.565432,1,5,Offer E,Yes,1.12,No,Yes,Fiber Optic,22,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.75,470.95,44.16,0,5.6,432.39,Churned,Attitude,Attitude of support person
4439-YRNVD,Female,33,No,0,Selma,93662,36.545322,-119.642281,0,10,None,No,,,Yes,DSL,23,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,36.25,374,0,0,0,374,Stayed,,
4441-NIHPT,Female,73,No,0,Freedom,95019,36.936228,-121.785559,0,13,None,Yes,40.37,No,Yes,Fiber Optic,21,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.3,940.35,0,0,524.81,1465.16,Churned,Competitor,Competitor had better devices
4443-EMBNA,Female,55,Yes,0,Castaic,91384,34.506627,-118.699048,3,71,None,Yes,32.13,Yes,No,,,,,,,,,,,Two Year,No,Bank Withdrawal,24.75,1836.9,0,0,2281.23,4118.13,Stayed,,
4445-KWOKW,Female,23,No,0,Potrero,91963,32.619465,-116.593605,0,42,Offer B,Yes,29.44,Yes,Yes,Cable,41,Yes,Yes,No,No,No,No,Yes,Yes,One Year,Yes,Bank Withdrawal,60.15,2421.6,0,0,1236.48,3658.08,Stayed,,
4445-ZJNMU,Male,30,No,0,Manhattan Beach,90266,33.889632,-118.39737,0,9,Offer E,Yes,4.81,Yes,Yes,Fiber Optic,69,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,99.3,918.75,0,0,43.29,962.04,Stayed,,
4446-BZKHU,Male,44,Yes,0,Pleasant Hill,94523,37.95338,-122.076886,1,61,None,Yes,45.7,Yes,Yes,Fiber Optic,24,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.55,6281.45,0,0,2787.7,9069.15,Churned,Competitor,Competitor had better devices
4450-DLLMH,Male,53,No,0,Avalon,90704,33.391181,-118.421305,0,2,Offer E,Yes,6.74,No,Yes,Fiber Optic,3,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,71.3,157.75,0,0,13.48,171.23,Joined,,
4450-MDZFX,Male,50,Yes,4,Monrovia,91016,34.1528,-118.000482,9,60,Offer B,Yes,38.44,Yes,Yes,Fiber Optic,57,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,74.35,4453.3,0,0,2306.4,6759.7,Stayed,,
4450-YOOHP,Female,56,No,0,Sacramento,95818,38.556306,-121.495817,0,39,None,No,,,Yes,DSL,6,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,50.65,1905.4,3.51,0,0,1901.89,Stayed,,
4451-RWASJ,Male,35,Yes,3,Lagunitas,94938,38.021772,-122.691744,9,15,Offer D,Yes,49.36,No,No,,,,,,,,,,,One Year,Yes,Credit Card,19.5,239.75,0,0,740.4,980.15,Stayed,,
4452-QIIEB,Male,41,No,0,Glendora,91740,34.119363,-117.855059,0,7,Offer E,Yes,30.04,No,Yes,DSL,6,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,43.9,278.4,0,0,210.28,488.68,Stayed,,
4452-ROHMO,Female,64,No,0,San Diego,92128,33.000269,-117.072093,0,15,Offer D,Yes,39.49,No,No,,,,,,,,,,,Two Year,No,Credit Card,19.6,331.6,0,0,592.35,923.95,Stayed,,
4455-BFSPD,Female,35,Yes,0,Escondido,92027,33.141265,-116.967221,5,61,None,Yes,36.13,Yes,Yes,Fiber Optic,23,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,101.15,6383.9,0,0,2203.93,8587.83,Stayed,,
4456-RHSNB,Female,43,Yes,1,San Bernardino,92401,34.105935,-117.2914,3,19,None,Yes,7.42,No,Yes,DSL,17,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.6,962.9,0,0,140.98,1103.88,Stayed,,
4458-KVRBJ,Male,25,No,0,San Jose,95110,37.34667,-121.910019,0,59,None,Yes,25.89,Yes,No,,,,,,,,,,,Two Year,No,Credit Card,25,1510.5,0,0,1527.51,3038.01,Stayed,,
4459-BBGHE,Male,61,No,1,Descanso,91916,32.912664,-116.635387,0,30,Offer C,No,,,Yes,DSL,17,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,44.5,1307.8,0,0,0,1307.8,Stayed,,
4462-CYWMH,Male,65,Yes,0,Lindsay,93247,36.205465,-119.085807,7,62,Offer B,Yes,27.49,Yes,Yes,Fiber Optic,3,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.8,5629.55,0,0,1704.38,7333.93,Stayed,,
4464-JCOLN,Male,40,Yes,0,Huron,93234,36.217864,-120.080117,2,2,Offer E,Yes,15.14,No,No,,,,,,,,,,,One Year,No,Mailed Check,19.85,35.9,0,0,30.28,66.18,Churned,Attitude,Attitude of support person
4465-VDKIQ,Female,61,No,0,Glendale,91201,34.17051,-118.289463,0,18,None,Yes,19.93,No,Yes,Fiber Optic,26,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,77.8,1358.6,29.76,0,358.74,1687.58,Stayed,,
4468-KAZHE,Female,70,Yes,0,Hughson,95326,37.5923,-120.853288,1,20,None,Yes,8.98,No,Yes,DSL,16,No,Yes,No,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,60,1259.35,0,0,179.6,1438.95,Stayed,,
4468-YDOVK,Male,57,No,2,Richmond,94805,37.941456,-122.320968,0,5,None,Yes,13.54,No,Yes,DSL,21,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,48.65,235.2,0,0,67.7,302.9,Stayed,,
4471-KXAUH,Female,58,Yes,0,Woody,93287,35.710244,-118.881679,1,42,None,Yes,10.73,Yes,Yes,Fiber Optic,22,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.3,3588.4,0,0,450.66,4039.06,Churned,Attitude,Attitude of service provider
4472-LVYGI,Female,43,Yes,0,San Bernardino,92408,34.084909,-117.258107,2,10,None,No,,,Yes,Cable,20,Yes,No,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,52.55,525.5,0,0,0,525.5,Stayed,,
4472-VESGY,Female,41,Yes,1,Durham,95938,39.607831,-121.777959,6,52,None,Yes,31.09,Yes,Yes,Fiber Optic,28,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,98.15,4993.4,0,0,1616.68,6610.08,Stayed,,
4475-NVTLU,Male,21,Yes,1,Paso Robles,93446,35.634222,-120.728341,6,45,Offer B,Yes,17.23,No,No,,,,,,,,,,,Two Year,No,Bank Withdrawal,19.2,903.7,0,0,775.35,1679.05,Stayed,,
4476-OSWTN,Male,73,Yes,0,Witter Springs,95493,39.222323,-122.985488,2,69,None,Yes,8.3,Yes,Yes,Fiber Optic,14,Yes,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Mailed Check,110.55,7610.1,0,0,572.7,8182.8,Stayed,,
4480-MBMLB,Female,52,No,0,Los Angeles,90066,34.002028,-118.430656,0,36,Offer C,Yes,28.41,Yes,Yes,Fiber Optic,4,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.8,3886.45,0,0,1022.76,4909.21,Stayed,,
4480-QQRHC,Female,72,No,0,Hydesville,95547,40.557314,-124.081662,0,8,None,Yes,2.18,No,Yes,Fiber Optic,13,No,No,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,74.05,600.15,0,0,17.44,617.59,Stayed,,
4482-EWFMI,Female,54,No,0,Arcadia,91006,34.137319,-118.029837,0,2,None,Yes,15.67,No,Yes,Fiber Optic,8,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.7,135.2,0,0,31.34,166.54,Joined,,
4482-FTFFX,Male,23,No,0,Penngrove,94951,38.325599,-122.642352,0,5,None,Yes,26.86,No,Yes,DSL,71,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,56.15,291.45,0,0,134.3,425.75,Stayed,,
4484-CGXFK,Female,45,No,0,El Dorado,95623,38.63153,-120.842609,0,3,None,Yes,25.96,No,Yes,DSL,7,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,55.3,196.15,0,0,77.88,274.03,Churned,Dissatisfaction,Product dissatisfaction
4484-GLZOU,Female,20,Yes,0,San Dimas,91773,34.102119,-117.815532,6,52,None,Yes,10.59,Yes,Yes,Fiber Optic,48,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.05,5624.85,27.6,0,550.68,6147.93,Churned,Other,Don't know
4486-EFAEB,Male,56,No,0,Los Angeles,90002,33.949255,-118.246978,0,13,None,Yes,46.92,No,No,,,,,,,,,,,Month-to-Month,Yes,Bank Withdrawal,20.4,251.65,0,0,609.96,861.61,Stayed,,
4487-ZYJZK,Female,60,Yes,2,Los Gatos,95032,37.233034,-121.947427,1,38,None,Yes,36.72,No,No,,,,,,,,,,,One Year,No,Credit Card,19.6,763.1,0,0,1395.36,2158.46,Stayed,,
4488-KQFDT,Female,21,No,0,Lemon Grove,91945,32.733564,-117.033713,0,61,Offer B,Yes,15.44,Yes,Yes,Fiber Optic,30,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.95,6423,0,0,941.84,7364.84,Stayed,,
4488-PSYCG,Male,24,No,0,Seiad Valley,96086,41.924174,-123.260788,0,16,Offer D,Yes,21.04,No,No,,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,20.25,327.45,0,0,336.64,664.09,Churned,Price,Long distance charges
4489-SNOJF,Female,28,Yes,2,Deer Park,94576,38.554383,-122.474773,1,35,None,Yes,25.27,Yes,Yes,DSL,82,Yes,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,72.25,2568.55,0,0,884.45,3453,Churned,Other,Don't know
4495-LHSSK,Female,25,No,2,Camp Nelson,93208,36.057458,-118.591951,0,18,Offer D,Yes,17.51,Yes,Yes,DSL,30,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,57.65,992.7,0,0,315.18,1307.88,Stayed,,
4500-HKANN,Male,33,Yes,0,Anaheim,92807,33.848733,-117.788357,6,23,None,Yes,13.79,Yes,Yes,Cable,17,No,Yes,No,Yes,No,No,No,Yes,Two Year,No,Credit Card,59.7,1414.2,0,0,317.17,1731.37,Stayed,,
4501-EQDRN,Female,64,No,0,Montclair,91763,34.072121,-117.698319,0,1,None,Yes,21.52,No,Yes,Fiber Optic,25,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,69.7,69.7,0,0,21.52,91.22,Churned,Attitude,Attitude of service provider
4501-UYKBC,Female,65,No,0,Igo,96047,40.524535,-122.647172,0,46,None,Yes,16.04,Yes,Yes,DSL,26,No,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,69.1,3255.35,0,0,737.84,3993.19,Stayed,,
4501-VCPFK,Male,25,No,0,Coachella,92236,33.680031,-116.171678,0,26,Offer C,No,,,Yes,Cable,47,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,35.75,1022.5,0,0,0,1022.5,Stayed,,
4503-BDXBD,Male,41,No,0,Anaheim,92808,33.850452,-117.726668,0,11,None,Yes,25.24,No,Yes,Fiber Optic,29,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,74.95,815.5,0,0,277.64,1093.14,Churned,Attitude,Attitude of support person
4504-YOULA,Female,42,Yes,3,Wilton,95693,38.392559,-121.225093,0,35,Offer C,Yes,39.11,Yes,Yes,DSL,23,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,59.45,2136.9,0,0,1368.85,3505.75,Stayed,,
4505-EXZHB,Female,75,No,0,Ducor,93218,35.846067,-119.004073,0,6,Offer E,Yes,8.91,No,Yes,Fiber Optic,27,No,No,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,74.4,434.1,0,20,53.46,507.56,Churned,Competitor,Competitor offered more data
4508-OEBEY,Male,41,Yes,0,Goleta,93117,34.489983,-120.091246,2,31,None,Yes,27.37,No,Yes,DSL,15,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,75.5,2424.45,0,0,848.47,3272.92,Stayed,,
4510-HIMLV,Male,50,No,0,La Habra,90631,33.940619,-117.9513,0,1,None,Yes,22.86,No,Yes,Fiber Optic,25,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.8,69.8,0,10,22.86,102.66,Churned,Dissatisfaction,Network reliability
4510-PYUSH,Female,67,No,0,Sylmar,91342,34.321621,-118.399841,0,38,None,Yes,26.1,No,Yes,DSL,27,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,57.15,2250.65,0,0,991.8,3242.45,Churned,Attitude,Attitude of support person
4512-ZUIYL,Female,31,No,0,Sunnyvale,94089,37.421633,-122.009613,0,2,Offer E,Yes,37.76,No,Yes,Fiber Optic,10,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70,153.05,0,0,75.52,228.57,Churned,Other,Moved
4513-CXYIX,Female,73,Yes,0,Lake Elsinore,92532,33.705836,-117.318204,4,71,Offer A,Yes,43.99,Yes,Yes,Fiber Optic,17,Yes,No,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,80.7,5676,0,0,3123.29,8799.29,Stayed,,
4514-GFCFI,Female,76,No,0,San Diego,92117,32.825086,-117.199424,0,16,None,Yes,17.51,Yes,Yes,Fiber Optic,7,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.75,1350.15,0,0,280.16,1630.31,Churned,Attitude,Attitude of support person
4518-FZBSX,Male,57,Yes,2,Coulterville,95311,37.722127,-120.110174,4,42,Offer B,Yes,9.33,No,No,,,,,,,,,,,One Year,No,Credit Card,20.25,854.9,0,0,391.86,1246.76,Stayed,,
4521-WFJAI,Male,52,No,0,Sacramento,95825,38.590035,-121.412455,0,56,None,Yes,47.82,Yes,No,,,,,,,,,,,Two Year,Yes,Bank Withdrawal,25.95,1444.05,0,0,2677.92,4121.97,Stayed,,
4521-YEEHE,Female,23,Yes,0,Anaheim,92805,33.830209,-117.906099,8,18,Offer D,Yes,18.55,Yes,Yes,Fiber Optic,59,No,No,No,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,88.85,1594.75,21.58,0,333.9,1907.07,Stayed,,
4522-AKYLR,Female,68,No,0,Chino Hills,91709,33.942895,-117.725644,0,13,None,Yes,10.51,No,Yes,DSL,20,No,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,54.8,731.3,0,0,136.63,867.93,Stayed,,
4522-XRWWI,Male,30,Yes,0,Manton,96059,40.426679,-121.850421,1,42,Offer B,Yes,17.31,Yes,Yes,Cable,82,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,80.45,3375.9,0,0,727.02,4102.92,Stayed,,
4523-WXCEF,Female,21,Yes,0,San Jose,95129,37.305622,-122.000887,4,59,Offer B,Yes,9.23,Yes,Yes,Fiber Optic,48,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,101.1,6039.9,0,0,544.57,6584.47,Churned,Dissatisfaction,Service dissatisfaction
4524-QCSSM,Male,39,No,0,Encino,91436,34.152875,-118.486056,0,26,None,No,,,Yes,DSL,6,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,44.65,1156.55,0,0,0,1156.55,Stayed,,
4525-VZCZG,Male,58,No,1,Vernalis,95385,37.609095,-121.263381,0,54,None,Yes,20.93,No,Yes,Fiber Optic,11,Yes,Yes,No,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,105.85,5826.65,0,10,1130.22,6966.87,Stayed,,
4526-EXKKN,Male,27,No,0,Rio Nido,95471,38.522328,-122.97932,0,40,None,Yes,27.47,Yes,No,,,,,,,,,,,Two Year,Yes,Credit Card,24.6,973.95,0,0,1098.8,2072.75,Stayed,,
4526-RMTLL,Male,32,Yes,1,Maywood,90270,33.988572,-118.186565,0,8,Offer E,Yes,37.28,Yes,Yes,DSL,14,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,76.15,645.8,0,0,298.24,944.04,Stayed,,
4526-ZJJTM,Female,72,Yes,0,San Mateo,94403,37.538309,-122.305109,1,25,None,Yes,19.44,No,Yes,Fiber Optic,4,No,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,88.4,2191.15,0,0,486,2677.15,Stayed,,
4529-CKBCL,Female,51,No,0,Ventura,93001,34.360261,-119.306383,0,2,Offer E,Yes,49.79,No,Yes,Fiber Optic,22,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,80.2,146.05,0,10,99.58,255.63,Churned,Attitude,Attitude of service provider
4530-NDRKU,Female,31,Yes,3,Auburn,95603,38.912881,-121.082766,4,42,None,Yes,34.66,No,No,,,,,,,,,,,One Year,Yes,Bank Withdrawal,19.05,761.85,0,0,1455.72,2217.57,Stayed,,
4531-AUZNK,Female,21,Yes,1,Oakland,94610,37.808731,-122.238708,2,51,Offer B,Yes,18.42,Yes,Yes,Fiber Optic,47,Yes,No,No,Yes,Yes,No,Yes,Yes,One Year,Yes,Mailed Check,95.15,5000.05,0,0,939.42,5939.47,Stayed,,
4534-WGCIR,Female,56,Yes,2,Covina,91723,34.084747,-117.886844,1,58,None,Yes,29.5,Yes,No,,,,,,,,,,,Two Year,No,Credit Card,25.15,1509.9,0,0,1711,3220.9,Stayed,,
4536-PLEQY,Male,44,Yes,0,Los Angeles,90058,34.001617,-118.222274,1,12,Offer D,Yes,44.6,No,Yes,Fiber Optic,20,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,85.05,999.8,0,0,535.2,1535,Stayed,,
4537-CIBHB,Female,59,Yes,3,Arvin,93203,35.116307,-118.817644,10,9,None,Yes,12.55,No,No,,,,,,,,,,,One Year,No,Credit Card,20.25,172.35,0,0,112.95,285.3,Stayed,,
4537-DKTAL,Female,26,No,0,Darwin,93522,36.319181,-117.593053,0,2,Offer E,Yes,41.9,No,Yes,DSL,71,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,45.55,84.4,0,10,83.8,178.2,Joined,,
